"","entry_exit_provider_program_type_code","ee_uid","client_id","entry_exit_review_uid","entry_exit_review_point_in_time_type","entry_exit_review_date","entry_exit_review_date_updated"
"12593","PH - Rapid Re-Housing (HUD)",807562,419822,47541,"Interim Review","10/7/2016","2/22/2017"
"12594","PH - Rapid Re-Housing (HUD)",807562,419822,72421,"Interim Review","10/7/2016","2/12/2018"
"12595","PH - Rapid Re-Housing (HUD)",807580,330080,72417,"Interim Review","8/18/2017","2/12/2018"
"12596","PH - Rapid Re-Housing (HUD)",807580,330080,72853,"Interim Review","7/25/2017","2/14/2018"
"12597","PH - Rapid Re-Housing (HUD)",807580,330080,91450,"Interim Review","7/25/2018","8/21/2018"
"12598","PH - Rapid Re-Housing (HUD)",807786,434758,47513,"Interim Review","11/11/2016","2/22/2017"
"12599","PH - Rapid Re-Housing (HUD)",807786,434758,47529,"Interim Review","1/26/2017","2/22/2017"
"12600","PH - Rapid Re-Housing (HUD)",807786,434758,61531,"Interim Review","7/1/2017","9/19/2017"
"12601","PH - Rapid Re-Housing (HUD)",807786,434758,72876,"Interim Review","9/8/2017","2/14/2018"
"12602","PH - Rapid Re-Housing (HUD)",814327,350565,47393,"Interim Review","1/20/2017","2/22/2017"
"12603","PH - Rapid Re-Housing (HUD)",814373,379868,72438,"Interim Review","4/1/2017","2/12/2018"
"12604","PH - Rapid Re-Housing (HUD)",814373,379868,72874,"Interim Review","9/22/2017","2/14/2018"
"12605","PH - Rapid Re-Housing (HUD)",814379,438663,72408,"Interim Review","6/20/2017","2/12/2018"
"12606","PH - Rapid Re-Housing (HUD)",814379,438663,72848,"Interim Review","9/22/2017","2/14/2018"
"12607","PH - Rapid Re-Housing (HUD)",814383,438416,42893,"Interim Review","11/18/2016","2/22/2017"
"12608","PH - Rapid Re-Housing (HUD)",814383,438416,72899,"Interim Review","9/12/2017","2/14/2018"
"12609","PH - Rapid Re-Housing (HUD)",814383,438416,98359,"Interim Review","9/3/2018","11/27/2018"
"12610","PH - Rapid Re-Housing (HUD)",815936,316057,47559,"Interim Review","2/22/2017","2/22/2017"
"12611","PH - Rapid Re-Housing (HUD)",815936,316057,72429,"Interim Review","8/12/2016","2/12/2018"
"12612","PH - Rapid Re-Housing (HUD)",815937,434919,41056,"Interim Review","10/12/2016","10/12/2016"
"12613","PH - Rapid Re-Housing (HUD)",815937,434919,47399,"Interim Review","9/3/2016","2/22/2017"
"12614","PH - Rapid Re-Housing (HUD)",815937,434919,47405,"Interim Review","12/2/2016","2/22/2017"
"12615","PH - Rapid Re-Housing (HUD)",815937,434919,47504,"Interim Review","8/12/2016","2/22/2017"
"12616","PH - Rapid Re-Housing (HUD)",815937,434919,47560,"Interim Review","2/22/2017","2/22/2017"
"12617","PH - Rapid Re-Housing (HUD)",815937,434919,72428,"Interim Review","8/12/2016","2/12/2018"
"12618","PH - Rapid Re-Housing (HUD)",849489,414279,72416,"Interim Review","4/1/2017","2/12/2018"
"12619","PH - Rapid Re-Housing (HUD)",849489,414279,72850,"Interim Review","7/28/2017","2/14/2018"
"12620","PH - Rapid Re-Housing (HUD)",849490,381378,72414,"Interim Review","2/24/2017","2/12/2018"
"12621","PH - Rapid Re-Housing (HUD)",849490,381378,72867,"Interim Review","11/24/2017","2/14/2018"
"12622","PH - Rapid Re-Housing (HUD)",849491,444219,72386,"Interim Review","2/12/2018","2/12/2018"
"12623","PH - Rapid Re-Housing (HUD)",849491,444219,72415,"Interim Review","2/24/2017","2/12/2018"
"12624","PH - Rapid Re-Housing (HUD)",849491,444219,72868,"Interim Review","11/24/2017","2/14/2018"
"12625","PH - Rapid Re-Housing (HUD)",889774,446466,61519,"Interim Review","5/12/2017","9/19/2017"
"12626","PH - Rapid Re-Housing (HUD)",889774,446466,61524,"Interim Review","8/31/2017","9/19/2017"
"12627","Services Only (HUD)",947191,322951,70844,"Interim Review","5/2/2017","1/28/2018"
"12628","Services Only (HUD)",947191,322951,87579,"Interim Review","6/1/2018","7/3/2018"
"12629","Services Only (HUD)",947191,322951,87701,"Interim Review","6/1/2018","7/2/2018"
"12630","Services Only (HUD)",947191,322951,87787,"Interim Review","4/1/2018","7/3/2018"
"12631","Services Only (HUD)",947191,322951,87788,"Interim Review","5/1/2018","7/3/2018"
"12632","Services Only (HUD)",947191,322951,87990,"Interim Review","4/1/2018","7/5/2018"
"12633","Services Only (HUD)",947191,322951,91236,"Interim Review","7/1/2018","8/17/2018"
"12634","Services Only (HUD)",947191,322951,94582,"Interim Review","8/1/2018","10/8/2018"
"12635","Services Only (HUD)",947191,322951,94583,"Interim Review","9/1/2018","10/8/2018"
"12636","Services Only (HUD)",947191,322951,96712,"Interim Review","10/1/2018","11/5/2018"
"12637","Services Only (HUD)",947191,322951,98865,"Interim Review","11/1/2018","11/29/2018"
"12638","Services Only (HUD)",947191,322951,101302,"Interim Review","12/1/2018","1/3/2019"
"12639","Services Only (HUD)",947191,322951,101333,"Interim Review","1/4/2019","1/4/2019"
"12640","Services Only (HUD)",947191,322951,101376,"Interim Review","5/2/2018","1/4/2019"
"12641","Services Only (HUD)",947191,322951,103429,"Interim Review","1/1/2019","1/30/2019"
"12642","Services Only (HUD)",947194,370260,76379,"Interim Review","1/4/2018","3/19/2018"
"12643","Services Only (HUD)",947194,370260,87706,"Interim Review","6/1/2017","7/2/2018"
"12644","Services Only (HUD)",947194,370260,87707,"Interim Review","6/1/2018","7/2/2018"
"12645","Services Only (HUD)",947194,370260,87768,"Interim Review","6/1/2018","7/3/2018"
"12646","Services Only (HUD)",947194,370260,87769,"Interim Review","5/1/2018","7/3/2018"
"12647","Services Only (HUD)",947194,370260,87770,"Interim Review","4/1/2018","7/3/2018"
"12648","Services Only (HUD)",947194,370260,90901,"Interim Review","7/31/2018","8/13/2018"
"12649","Services Only (HUD)",947194,370260,94618,"Interim Review","8/1/2018","10/8/2018"
"12650","Services Only (HUD)",947194,370260,94619,"Interim Review","9/1/2018","10/8/2018"
"12651","Services Only (HUD)",947194,370260,95020,"Interim Review","1/1/2017","10/11/2018"
"12652","Services Only (HUD)",947194,370260,95021,"Interim Review","1/1/2018","10/11/2018"
"12653","Services Only (HUD)",947194,370260,95103,"Interim Review","6/6/2016","10/12/2018"
"12654","Services Only (HUD)",947194,370260,96714,"Interim Review","10/1/2018","11/5/2018"
"12655","Services Only (HUD)",947194,370260,98869,"Interim Review","11/1/2018","11/29/2018"
"12656","Services Only (HUD)",947194,370260,101329,"Interim Review","12/1/2018","1/4/2019"
"12657","Services Only (HUD)",947194,370260,101332,"Interim Review","1/4/2019","1/4/2019"
"12658","Services Only (HUD)",947194,370260,103667,"Interim Review","1/1/2019","1/31/2019"
"12659","Services Only (HUD)",947197,340713,70845,"Interim Review","6/20/2017","1/28/2018"
"12660","Services Only (HUD)",947197,340713,70846,"Interim Review","10/13/2017","1/28/2018"
"12661","Services Only (HUD)",947197,340713,87708,"Interim Review","6/6/2018","7/2/2018"
"12662","Services Only (HUD)",947197,340713,87772,"Interim Review","4/1/2018","7/3/2018"
"12663","Services Only (HUD)",947197,340713,87774,"Interim Review","5/1/2018","7/3/2018"
"12664","Services Only (HUD)",947197,340713,87779,"Interim Review","6/1/2018","7/3/2018"
"12665","Services Only (HUD)",947197,340713,91993,"Interim Review","7/31/2018","8/30/2018"
"12666","Services Only (HUD)",947197,340713,94580,"Interim Review","8/1/2018","10/8/2018"
"12667","Services Only (HUD)",947197,340713,94581,"Interim Review","9/1/2018","10/8/2018"
"12668","Services Only (HUD)",947197,340713,97597,"Interim Review","10/1/2018","11/16/2018"
"12669","Services Only (HUD)",947197,340713,98855,"Interim Review","11/1/2018","11/29/2018"
"12670","Services Only (HUD)",947197,340713,101296,"Interim Review","12/1/2018","1/4/2019"
"12671","Services Only (HUD)",947197,340713,101297,"Interim Review","12/1/2018","1/4/2019"
"12672","Services Only (HUD)",947197,340713,103660,"Interim Review","1/1/2019","1/31/2019"
"12673","Services Only (HUD)",947198,333423,70847,"Interim Review","6/1/2017","1/28/2018"
"12674","Services Only (HUD)",947198,333423,87716,"Interim Review","6/1/2018","7/2/2018"
"12675","Services Only (HUD)",947198,333423,87781,"Interim Review","6/1/2018","7/3/2018"
"12676","Services Only (HUD)",947198,333423,87782,"Interim Review","5/1/2018","7/3/2018"
"12677","Services Only (HUD)",947198,333423,87783,"Interim Review","4/1/2018","7/3/2018"
"12678","Services Only (HUD)",947198,333423,94586,"Interim Review","7/1/2018","10/8/2018"
"12679","Services Only (HUD)",947198,333423,94587,"Interim Review","8/1/2018","10/8/2018"
"12680","Services Only (HUD)",947198,333423,94588,"Interim Review","9/1/2018","10/8/2018"
"12681","Services Only (HUD)",947198,333423,95017,"Interim Review","2/14/2018","10/11/2018"
"12682","Services Only (HUD)",947198,333423,95018,"Interim Review","3/14/2018","10/11/2018"
"12683","Services Only (HUD)",947198,333423,96713,"Interim Review","10/1/2018","11/5/2018"
"12684","Services Only (HUD)",947198,333423,98912,"Interim Review","11/1/2018","11/29/2018"
"12685","Services Only (HUD)",947198,333423,101298,"Interim Review","12/1/2018","1/3/2019"
"12686","Services Only (HUD)",947198,333423,101299,"Interim Review","1/2/2019","1/3/2019"
"12687","Services Only (HUD)",947198,333423,103659,"Interim Review","1/1/2019","1/31/2019"
"12688","Services Only (HUD)",947204,413133,70851,"Interim Review","6/16/2017","1/28/2018"
"12689","Services Only (HUD)",947204,413133,70852,"Interim Review","1/8/2018","1/28/2018"
"12690","Services Only (HUD)",947204,413133,87735,"Interim Review","6/16/2018","7/2/2018"
"12691","Services Only (HUD)",947204,413133,94802,"Interim Review","7/1/2018","10/9/2018"
"12692","Services Only (HUD)",947204,413133,94803,"Interim Review","8/1/2018","10/9/2018"
"12693","Services Only (HUD)",947204,413133,94804,"Interim Review","9/1/2018","10/9/2018"
"12694","Services Only (HUD)",947204,413133,96720,"Interim Review","10/1/2018","11/5/2018"
"12695","Services Only (HUD)",947204,413133,98838,"Interim Review","11/1/2018","11/29/2018"
"12696","Services Only (HUD)",947204,413133,101114,"Interim Review","9/7/2016","1/2/2019"
"12697","Services Only (HUD)",947204,413133,101328,"Interim Review","12/1/2018","1/4/2019"
"12698","Services Only (HUD)",947204,413133,101361,"Interim Review","1/4/2019","1/4/2019"
"12699","PH - Permanent Supportive Housing (disability required for entry) (HUD)",783489,340466,58766,"Interim Review","6/16/2017","8/7/2017"
"12700","PH - Permanent Supportive Housing (disability required for entry) (HUD)",783489,340466,71314,"Interim Review","1/31/2018","5/30/2018"
"12701","PH - Permanent Supportive Housing (disability required for entry) (HUD)",783489,340466,89460,"Interim Review","6/20/2018","7/24/2018"
"12702","PH - Permanent Supportive Housing (disability required for entry) (HUD)",783791,120628,58762,"Interim Review","6/16/2017","8/7/2017"
"12703","PH - Permanent Supportive Housing (disability required for entry) (HUD)",783791,120628,89458,"Interim Review","6/16/2018","7/24/2018"
"12704","PH - Permanent Supportive Housing (disability required for entry) (HUD)",783830,411948,58760,"Interim Review","6/16/2017","8/7/2017"
"12705","PH - Permanent Supportive Housing (disability required for entry) (HUD)",783830,411948,89466,"Interim Review","6/16/2018","7/24/2018"
"12706","PH - Permanent Supportive Housing (disability required for entry) (HUD)",786248,366701,58755,"Interim Review","6/21/2017","8/7/2017"
"12707","PH - Permanent Supportive Housing (disability required for entry) (HUD)",786269,327752,58761,"Interim Review","6/23/2017","8/7/2017"
"12708","PH - Permanent Supportive Housing (disability required for entry) (HUD)",786269,327752,70320,"Interim Review","1/22/2018","5/30/2018"
"12709","PH - Permanent Supportive Housing (disability required for entry) (HUD)",786269,327752,89459,"Interim Review","6/25/2018","7/24/2018"
"12710","PH - Permanent Supportive Housing (disability required for entry) (HUD)",786552,380075,58868,"Interim Review","6/23/2017","8/8/2017"
"12711","PH - Permanent Supportive Housing (disability required for entry) (HUD)",786552,380075,89455,"Interim Review","6/23/2018","7/24/2018"
"12712","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789063,353568,75109,"Interim Review","7/8/2017","3/5/2018"
"12713","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789063,353568,93341,"Interim Review","7/1/2018","9/20/2018"
"12714","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789098,217982,89962,"Interim Review","7/11/2017","7/30/2018"
"12715","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789683,402728,58857,"Interim Review","1/4/2017","8/8/2017"
"12716","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789683,402728,75309,"Interim Review","7/7/2017","3/6/2018"
"12717","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789683,402728,93263,"Interim Review","7/7/2018","9/20/2018"
"12718","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789850,346587,59049,"Interim Review","8/22/2016","8/9/2017"
"12719","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789850,346587,59626,"Interim Review","7/7/2017","8/18/2017"
"12720","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789850,346587,71307,"Interim Review","1/31/2018","5/30/2018"
"12721","PH - Permanent Supportive Housing (disability required for entry) (HUD)",789850,346587,93323,"Interim Review","6/30/2018","9/20/2018"
"12722","PH - Permanent Supportive Housing (disability required for entry) (HUD)",791170,336499,58836,"Interim Review","1/4/2017","8/8/2017"
"12723","PH - Permanent Supportive Housing (disability required for entry) (HUD)",791170,336499,58846,"Interim Review","6/4/2017","8/8/2017"
"12724","PH - Permanent Supportive Housing (disability required for entry) (HUD)",791170,336499,58875,"Interim Review","7/13/2017","8/8/2017"
"12725","PH - Permanent Supportive Housing (disability required for entry) (HUD)",791170,336499,71316,"Interim Review","1/1/2018","1/31/2018"
"12726","PH - Permanent Supportive Housing (disability required for entry) (HUD)",791170,336499,89769,"Interim Review","7/26/2018","7/26/2018"
"12727","PH - Permanent Supportive Housing (disability required for entry) (HUD)",791212,312450,75358,"Interim Review","7/14/2017","3/6/2018"
"12728","PH - Permanent Supportive Housing (disability required for entry) (HUD)",791212,312450,93340,"Interim Review","7/1/2018","9/20/2018"
"12729","PH - Permanent Supportive Housing (disability required for entry) (HUD)",792775,22579,58869,"Interim Review","7/19/2017","2/1/2019"
"12730","PH - Permanent Supportive Housing (disability required for entry) (HUD)",792775,22579,93346,"Interim Review","7/19/2018","2/1/2019"
"12731","PH - Permanent Supportive Housing (disability required for entry) (HUD)",794674,108416,75079,"Interim Review","7/27/2017","3/5/2018"
"12732","PH - Permanent Supportive Housing (disability required for entry) (HUD)",794729,363982,75384,"Interim Review","7/28/2017","3/6/2018"
